REGIÓN,IES,PERSONA JURÍDICA,SEDE-LOCAL-FILIAL,DIRECCIÓN,PROGRAMAS LICENCIADOS,NIVEL,MODALIDAD
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,DIBUJO DE ARQUITECTURA Y OBRAS CIVILES,Técnico ,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,DISEÑO DE INTERIORES,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,DISEÑO DE VIDEOJUEGOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,ELECTRICIDAD INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,ELECTRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,GESTION DE LA CONSTRUCCION CIVIL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,INDUSTRIAL Y SISTEMAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,MECATRÓNICA AUTOMOTRIZ,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,MECATRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,PUBLICIDAD Y BRANDING,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,SEGURIDAD Y PREVENCION DE RIESGOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,TRADUCCION E INTERPRETACION,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 02,AV. ERNESTO DIEZ CANSECO N° 256-275 - MIRAFLORES,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACIÓN DE OPERACIONES TURÍSTICAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACION DE SERVICIOS,Técnico ,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACIÓN Y SISTEMAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,COMPUTACIÓN E INFORMÁTICA,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,COMUNICACIÓN Y ARTE DIGITAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,DIBUJO DE ARQUITECTURA Y OBRAS CIVILES,Técnico ,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,DISEÑO DE INTERIORES,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,DISEÑO DE VIDEOJUEGOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,INDUSTRIAL Y SISTEMAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,PUBLICIDAD Y BRANDING,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,SEGURIDAD Y PREVENCION DE RIESGOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,TRADUCCION E INTERPRETACION,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,TRADUCCION E INTERPRETACION,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ANIMACIÓN DIGITAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACIÓN DE OPERACIONES TURÍSTICAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACION DE SERVICIOS,Técnico ,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ADMINISTRACIÓN Y SISTEMAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,COMPUTACIÓN E INFORMÁTICA,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,COMUNICACIÓN Y ARTE DIGITAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,DIBUJO DE ARQUITECTURA Y OBRAS CIVILES,Técnico ,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,DISEÑO DE INTERIORES,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,DISEÑO DE VIDEOJUEGOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ELECTRICIDAD INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,ELECTRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,INDUSTRIAL Y SISTEMAS,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,MECATRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,PUBLICIDAD Y BRANDING,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,SEGURIDAD Y PREVENCION DE RIESGOS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,SEGURIDAD Y PREVENCION DE RIESGOS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,PUBLICIDAD Y BRANDING,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,ADMINISTRACIÓN DE OPERACIONES TURÍSTICAS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,ADMINISTRACION DE SERVICIOS,Técnico ,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,ADMINISTRACIÓN Y SISTEMAS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,COMPUTACIÓN E INFORMÁTICA,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,DISEÑO DE INTERIORES,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,GESTIÓN DE RECURSOS HUMANOS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,INDUSTRIAL Y SISTEMAS,Profesional Técnico,PRESENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,SEDE PRINCIPAL,"AV. 28 DE JULIO N° 1044, TERCER PISO - MIRAFLORES",NINGUNA,Profesional Técnico,PRESENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,ANIMACIÓN DIGITAL (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
AREQUIPA,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,FILIAL AREQUIPA - LOCAL N° 08,AV. PORONGOCHE N° 500 - Paucarpata,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
CALLAO,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,FILIAL CALLAO - LOCAL N° 09,AV. OSCAR R. BENAVIDES N° 3866 - Callao,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,FILIAL TRUJILLO - LOCAL N° 06,AV. DEL EJERCITO N° 889 Y CALLE BORGOÑO N° 361  - Trujillo,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 02,AV. ERNESTO DIEZ CANSECO N° 256-275 - MIRAFLORES,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,COMPUTACIÓN E INFORMÁTICA (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
AREQUIPA,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,FILIAL AREQUIPA - LOCAL N° 08,AV. PORONGOCHE N° 500 - Paucarpata,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
CALLAO,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,FILIAL CALLAO - LOCAL N° 09,AV. OSCAR R. BENAVIDES N° 3866 - Callao,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,FILIAL TRUJILLO - LOCAL N° 06,AV. DEL EJERCITO N° 889 Y CALLE BORGOÑO N° 361  - Trujillo,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 02,AV. ERNESTO DIEZ CANSECO N° 256-275 - MIRAFLORES,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LA LIBERTAD,CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 07,CALLE DANIEL HOYLE N° 450 - Trujillo,CONTABILIDAD (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 02,AV. ERNESTO DIEZ CANSECO N° 256-275 - MIRAFLORES,MARKETING (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 03,AV. CARLOS IZAGUIRRE N° 233-239 Y CALLE LOS ANDES N° 414-440 - INDEPENDENCIA,MARKETING (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 04,AV. BRASIL N° 732 - BREÑA,MARKETING (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
"LIMA
",CIBERTEC,ASOCIACIÓN CIBERTEC PERU S.A.C. ,LOCAL 05,AV. PROCERES DE LA INDEPENDENCIA N° 3023 -3043 - SJL,MARKETING (SEMIPRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LIMA,CORAZÓN DE JESÚS,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO CORAZÓN DE JESÚS E.I.R.L.,SEDE PRINCIPAL-LOCAL 01,JR. MANUEL DEL MAR Y BERNEDO N° 1293-1295,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,SEDE PRINCIPAL-LOCAL 01,JR. SACO OLIVEROS N° 140 - 150 - 160,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,SEDE PRINCIPAL-LOCAL 01,JR. SACO OLIVEROS N° 140 - 150 - 161,NUTRICIÓN Y DIETÉTICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 02,AV. PETIT THOUARS N° 397,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
